Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
02/13/2024,748.681(2) - Personnel,Personnel,No,02/27/2024,02/23/2024,E:Personnel,Medium,Yes,Two files that were reviewed did not have verification that the caregiver completed high school or received a GED. ,"An email was received from the Administrator, indicating that ongoing they will ensure a copy of HS diploma or college transcripts are obtained.  The current working is trying to get ahold of the school for verification. He will have info regarding this by 02/23/24. 

An email was received from the Administrator with a copy of the high school diploma. "
02/13/2024,748.363(6) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/27/2024,02/22/2024,Individual Standards Evaluated,Medium,Yes,"Two files that were reviewed did not have verfication of TB testing. 

One file did not have a affividat notorized. 748.363(7). 

One file did not have the current driver license in the file. 748.363(11)(A). ","The Administrator sent over the employee's current driver's license and training on Trauma that was conducted on 02/15/24. The Administrator indicated that from now on, they will have during pre-employment they will require at the same time the drug test and TB.  "
12/11/2023,748.3117(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/18/2023,12/14/2023,Individual Standards Evaluated,Medium,Yes,All fire extinguishers have not been inspected since November 2022.  ,"An email was received from the Administrator stating that he has had all the fire extinguishers inspected and waiting for the tags to be put on them. He will send a picture once the tags are on and the certificate of the inspection.  

The Administrator sent me pictures of the inspection report for the fire extinguishers. Picture of the updated tags were also sent.  Inspections notification reminder will be put on the calendar.  "
09/29/2022,748.303(a)(3)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,11/07/2022,11/01/2022,Individual Standards Evaluated,Medium High,Yes,The operation did not report to licensing an alleged incident in the required timeframe.  ,"The Administrator sent an email stating that they understand that even if another entity states they are going to report an incident to the hotline, they will as well. This is to ensure that the incident is reported by the operation.   "
03/01/2022,748.505(b)(2) - Personnel,Personnel,No,03/08/2022,03/14/2022,E:Personnel,High,Yes,A staff member that had direct contact with the children did not have a TB test completed.  ,This standard was evaluated and found to be in compliance. 
03/01/2022,748.3301(a) - Physical Site,Physical Site,No,03/08/2022,03/14/2022,P:Physical Site,High,Yes,"There were two-bathroom doors that had holes in them, mini blinds in one room were broken, a tile in the restroom was missing and speakers in the boys room was detached from the ceiling.  ",This standard was evaluated and found to be in compliance. 
03/01/2022,748.3273(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/08/2022,03/14/2022,Individual Standards Evaluated,Medium,Yes,"One of the first aid kits were missing the following: 
Cotton balls, Multi-size bandages, gauze pads, thermometer and the antiseptic wipes expired on 1/2022.  
",This standard was evaluated and found to be in compliance. 
03/01/2022,748.3117(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/08/2022,03/14/2022,Individual Standards Evaluated,Medium,Yes,There was one vehicle that had a fire extinguisher that was not inspected since 2019.  One vehicle did not have a fire extinguisher.  ,This standard was evaluated and found to be in compliance. 
03/01/2022,748.931(a)(1)(B)(iii) - Training and Professional ,Training and Professional Development,No,03/08/2022,03/09/2022,F:Training and Professional Development,Medium High,Yes,"Two out of two staff files that were read, the caregiver did not have a current EBI training. ",The Administrator emailed the staff sign in sheet that attended the EBI training. The operation will ensure that all training is current. The training was held on 03/04/22.  This was uploaded onto the SharePoint. 
08/11/2021,748.983(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/25/2021,08/16/2021,Individual Standards Evaluated,Medium High,Yes,One employee's First Aid expired on 6/3/21.  ,An email from the Administrator was received.  He also sent an updated certificate showing that the employee did have First Aid and it was now current.  He stated the trainer that created the certificate forgot to list that training. The Administrator stated he would confirm the certificate closer. 
06/25/2021,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/10/2021,08/11/2021,Individual Standards Evaluated,Medium High,Yes,A staff member was sending messages to a child in care without consent of the DFPS managing conservator or the operation's approval. The staff member also added the child (n care ) in the staff member's social media profile and they exchanged messages that were not developmentally appropriate for the child. ,The staff was retrained on the cell phone policy and the minimum standard requirements. 
