Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
12/06/2023,748.453(a)(1) - Reports and Record Keeping,Reports and Record Keeping,No,12/15/2023,12/18/2023,D:Reports and Record Keeping,Medium,No,Operation runaway log did not have information for the gender date of admiission or if law enfrocement was contacted.  ,The operation has updated their documentation as per minimum standard. 
12/06/2023,748.4111(b)(1) - Transportation,Transportation,Yes,12/06/2023,,R:Transportation,Low,No,Van used to transport children did not have current liability insurance.,
10/02/2023,748.509 - Personnel,Personnel,No,10/12/2023,10/13/2023,E:Personnel,Medium,Yes,The operation  allowed a caregiver to have contact with the children in their admission assessment program prior to the caregiver having a TB screening completed. ,Operation has developed a policy to ensure the operation stays in compliance. 
09/06/2023,748.3301(f) - Physical Site,Physical Site,Yes,09/06/2023,,P:Physical Site,Medium High,Yes,Two lighters were located in a drawer in the common living area. ,
09/06/2023,748.539 - Individual Standards Evaluated,Individual Standards Evaluated,No,09/15/2023,09/15/2023,Individual Standards Evaluated,Medium,Yes,The operation had designated a volunteer to be reponsible when the administrator was not at the facility. ,Operation has hired staff that can occasionally handle administrators' responsibilities when the administrators is absent. A staff member will be at the facility daily (except Friday and Saturday). As children are admitted AT LAST! will begin to operate on a multiple shift schedule.
06/29/2023,748.3111(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/30/2023,06/30/2023,Individual Standards Evaluated,Medium,Yes,AtLast! policy does not document the information needed when conducting a monthly smoke alarm detecter. ,AtLast! policy does not document the information needed when conducting a monthly smoke alarm detecter. 
06/29/2023,748.3233(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/30/2023,06/30/2023,Individual Standards Evaluated,Medium High,Yes,At Last! does not have written relocation plan. ,At Last! does not have written relocation plan. 
06/29/2023,748.3369(d) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/30/2023,06/30/2023,Individual Standards Evaluated,Medium High,No,Bunkbeds in all bedrooms were missing the ladder.,Bunkbeds in all bedrooms were missing the ladder.
05/19/2023,748.2271(1) - Medication,Medication,No,06/12/2023,06/29/2023,L:Medication,High,No,At Last! medication policies does not document requirements regarding administering epinephrine auto-injectors ,At Last! medication policies does not document requirements regarding administering epinephrine auto-injectors 
05/19/2023,748.3063(a) - Safety and Emergency Practices,Safety and Emergency Practices,No,06/12/2023,06/29/2023,O:Safety and Emergency Practices,Medium,No,At Last! safety policies does not document who must conduct a gas inspection for the operation. ,At Last! safety policies does not document who must conduct a gas inspection for the operation. 
05/19/2023,748.125(d)(4)(A) - Organization and Administration,Organization and Administration,No,06/12/2023,06/29/2023,C:Organization and Administration,Medium,Yes,"The operation does not indicate the ages of the children they will screen. The operations states they will screen quarterly, however, the standards indicate that a child should be screened every 90 days. ","The operation does not indicate the ages of the children they will screen. The operations states they will screen quarterly, however, the standards indicate that a child should be screened every 90 days. "
05/19/2023,748.721(a) - Personnel,Personnel,No,06/12/2023,06/29/2023,E:Personnel,Medium Low,No,At Last! policies and procedures does not document that a personnel record will be kept for volunteers for the operations.   ,At Last! policies and procedures does not document that a personnel record will be kept for volunteers for the operations.   
05/19/2023,748.125(g)(2)(E) - Organization and Administration,Organization and Administration,No,06/12/2023,06/29/2023,C:Organization and Administration,Medium,Yes,The policy does not address all areas of the Addressing Suicide Attempts.,The policy does not address all areas of the Addressing Suicide Attempts.
05/19/2023,748.3237(a) - Safety and Emergency Practices,Safety and Emergency Practices,No,06/12/2023,06/29/2023,O:Safety and Emergency Practices,Medium High,No,At Last! safety polices does not include these additional safety provisions ,At Last! safety polices does not include these additional safety provisions 
05/19/2023,748.724(a) - Personnel,Personnel,No,06/12/2023,06/29/2023,E:Personnel,Medium Low,No,At Last! does not have policies and procedures regarding volunteers contracting with other organizations.  ,At Last! does not have policies and procedures regarding volunteers contracting with other organizations.  
05/19/2023,748.345(5) - Reports and Record Keeping,Reports and Record Keeping,No,06/12/2023,06/29/2023,D:Reports and Record Keeping,Low,Yes,Operation policy did not specified who has acess to the records.,Operation policy did not specified who has acess to the records.
05/19/2023,748.3351(2) - Physical Site,Physical Site,No,06/12/2023,06/29/2023,P:Physical Site,Medium Low,Yes,4 out 4 Children's bedroom did not have a designated space to store clothing for their belonging. ,4 out 4 Children's bedroom did not have a designated space to store clothing for their belonging. 
05/19/2023,748.3065(a) - Safety and Emergency Practices,Safety and Emergency Practices,No,06/12/2023,06/29/2023,O:Safety and Emergency Practices,Medium Low,No,At Last! safety policies does not document what documentation is required for gas inspections.  ,At Last! safety policies does not document what documentation is required for gas inspections.  
05/19/2023,748.3061 - Safety and Emergency Practices,Safety and Emergency Practices,No,06/12/2023,06/29/2023,O:Safety and Emergency Practices,Medium High,No,At Last! safety policies does not document when the operation needs to be inspected for gas leaks.  ,At Last! safety policies does not document when the operation needs to be inspected for gas leaks.  
05/19/2023,748.125(c)(1)(B) - Organization and Administration,Organization and Administration,No,06/12/2023,06/29/2023,C:Organization and Administration,Medium,Yes,The operations policy does not indicate which suicide prevention training curriculum staff/volunteers/non-employees will be required to take.,The operations policy does not indicate which suicide prevention training curriculum staff/volunteers/non-employees will be required to take.
05/19/2023,748.2303(a) - Discipline and Punishment,Discipline and Punishment,No,06/12/2023,06/29/2023,M:Discipline and Punishment,High,No,At Last! discipline policies does not document that making a child do physical exercise as discipline is prohibited.  ,At Last! discipline policies does not document that making a child do physical exercise as discipline is prohibited.  
05/19/2023,748.2253(a)(5) - Medication,Medication,No,06/12/2023,06/29/2023,L:Medication,Medium High,No,"At Last! psychotropic medication policies does not include the following information: a description of any accompanying discomforts and risks, including those which could result from long-term use of the medication, and possible side effects, including side effects that are known to frequently occur in persons, side effects to which the child may be predisposed, and the nature and possible occurrence of irreversible symptoms; a statement of whether the medication is habituating in nature; alternative interventions to the use of psychotropic medication that have been  attempted and that have been unsuccessful; other alternative treatments or procedures to the use of the psychotropic medication; risks and benefits of the alternative treatments or procedures; and risks and benefits of not receiving or undergoing a treatment or procedure.  ","At Last! psychotropic medication policies does not include the following information: a description of any accompanying discomforts and risks, including those which could result from long-term use of the medication, and possible side effects, including side effects that are known to frequently occur in persons, side effects to which the child may be predisposed, and the nature and possible occurrence of irreversible symptoms; a statement of whether the medication is habituating in nature; alternative interventions to the use of psychotropic medication that have been  attempted and that have been unsuccessful; other alternative treatments or procedures to the use of the psychotropic medication; risks and benefits of the alternative treatments or procedures; and risks and benefits of not receiving or undergoing a treatment or procedure.  "
05/19/2023,748.3301(f) - Physical Site,Physical Site,No,06/12/2023,06/29/2023,P:Physical Site,Medium High,Yes,Grass at the facility was overgrown. ,Grass at the facility was overgrown. 
05/19/2023,748.3351(5) - Physical Site,Physical Site,No,06/12/2023,06/29/2023,P:Physical Site,Medium Low,Yes,Childrens bedrooms did have appropritate window covers to provide privacy.,Childrens bedrooms did have appropritate window covers to provide privacy.
05/19/2023,748.3369(d) - Physical Site,Physical Site,No,06/12/2023,06/29/2023,P:Physical Site,Medium High,Yes,Bunkbeds in all bedrooms were missing the ladder.,
05/19/2023,748.109(2) - Organization and Administration,Organization and Administration,No,06/12/2023,06/29/2023,C:Organization and Administration,Medium,Yes,The operation admission policy did not specify the gender they will provide services for. ,The operation admission policy did not specify the gender they will provide services for. 
05/19/2023,748.125(c)(2) - Organization and Administration,Organization and Administration,No,06/12/2023,06/29/2023,C:Organization and Administration,Low,Yes,"The operations policy does not indicate how they will promote suicide prevention training for non-employees, as appropriate. ","The operations policy does not indicate how they will promote suicide prevention training for non-employees, as appropriate. "
05/19/2023,748.125(d)(4)(B)(ii) - Organization and Administration,Organization and Administration,No,06/12/2023,06/29/2023,C:Organization and Administration,Medium,Yes,The Suicide Prevention Intervention and Postvention Policy submitted by the operation does not indicate when Suicide Risk Screenings will be completed for specified ages of the children admitted to the operation.  ,The Suicide Prevention Intervention and Postvention Policy submitted by the operation does not indicate when Suicide Risk Screenings will be completed for specified ages of the children admitted to the operation.  
05/19/2023,748.125(g)(1)(B)(i) - Organization and Administration,Organization and Administration,No,06/12/2023,06/29/2023,C:Organization and Administration,Medium,Yes,"The operation's Suicide Prevention, Intervention, and Postvention Policy does not include a detailed plan for Postvention plans and protocol.","The operation's Suicide Prevention, Intervention, and Postvention Policy does not include a detailed plan for Postvention plans and protocol."
