Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
06/06/2024,748.151(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/13/2024,06/10/2024,Individual Standards Evaluated,Medium,No,One of five employee pre-employment reference documents was observed to be missing dates of previous employment.,The administrator spoke with the operation's Human Resources Administrator regarding thorough documentation on employment verification forms when they are unable to obtain information from previous places of employment. Identified where on the form to document the due diligence efforts to obtain all information moving forward. 
03/07/2024,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/19/2024,06/06/2024,Individual Standards Evaluated,Medium High,Yes,Video surveillance revealed staff responsible for ensuring child safety present during the time that children in care were being subjected to excessive physical contact failing to intervene. ,"Inspector followed up at the operation on 06/06/24 and interviewed children in care who made no further outcries of abuse or neglect. 
On 07/18/2024, the Administrator sent the following email correction:
The staff member involved has been terminated. Remaining staff has received additional training related to Bayes' discipline policy."
03/07/2024,748.1101(b)(4)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/19/2024,06/06/2024,Individual Standards Evaluated,High,Yes,Video surveillance revealed staff engaging in overt unfavorable physical contact with children in care.  ,"Inspector followed up at the operation on 06/06/24 and interviewed children in care who made no further outcries of abuse or neglect. 

On 07/18/2024, the Administrator sent the following email correction:
The staff member involved has been terminated. Remaining staff has received additional training related to Bayes' discipline policy."
12/11/2023,748.1103(a) - Children's Rights,Children's Rights,No,12/18/2023,12/12/2023,H:Children's Rights,Medium,No,One of the four child files was observed to be missing a signed copy of the Child's Rights. ,The operation provided a signed copy of the child's rights. 
11/14/2023,748.2303(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/29/2023,12/21/2023,Individual Standards Evaluated,High,Yes,Staff was observed on video hitting a child in the face with a closed hand. ,"The staff member involved was immediately terminated. A new home supervisor was placed the resident. Remaining staff received coaching remaining to the incident, as well as the operation's policies/procedures, and expectations."
11/14/2023,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/29/2023,12/21/2023,Individual Standards Evaluated,Medium High,Yes,Staff did not exercise self-control when disciplining a child in care by use of corporal punishment. ,The staff member involved was immediately terminated after the incident was discovered and reported.
11/14/2023,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,01/12/2024,01/09/2024,Individual Standards Evaluated,High,Yes,A child in care was observed on video being struck in the face by a staff member as a form of punishment. ,A child in care was observed on video being struck in the face by a staff member as a form of punishment. 
09/02/2023,748.685(a)(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,10/16/2023,10/11/2023,Individual Standards Evaluated,High,Yes,Staff failed to properly supervise a child who is non-verbal. Child sustained a serious fracture of the right middle proximal phalarix (finger) that required medical attention and a cast. ,"The administrator advised that all teaching parents who were responsible for supervision at the time of the incident were being re-trained on supervision and completing health checks.
A follow-up visit was conducted at the facility; the victim was hospitalized at the time due to an ongoing health issue. A staff member who was present during the time of the incident, Christian Garcia, was interviewed and confirmed that the re-training took place about two weeks ago and stated that there are now more staff members assigned to the house at one time."
06/12/2023,748.4657(1)(A) - Training and Professional ,Training and Professional Development,No,06/16/2023,06/14/2023,F:Training and Professional Development,Medium High,Yes,One of the six employee files reviewed was observed to be missing an annual training in EBI. ,EBI Training certificate was emailed showing completion on 04/10/23.
06/12/2023,748.930(b)(3) - Training and Professional Development,Training and Professional Development,No,06/16/2023,06/14/2023,F:Training and Professional Development,Medium High,Yes,One of the six employee files reviewed was observed to be missing an annual training in Normalcy.,Updated training certificate was emailed showing completion on 06/12/23.
06/12/2023,748.930(b)(2) - Training and Professional Development,Training and Professional Development,No,06/16/2023,06/14/2023,F:Training and Professional Development,Medium High,Yes,Three of the six employee files reviewed were observed to be missing training in Trauma Informed Care.,Updated certificates for Trauma Informed Care were emailed showing completion on 06/14/23 for all three employees. 
06/12/2023,748.151(3) - Organization and Administration,Organization and Administration,No,06/16/2023,06/14/2023,C:Organization and Administration,Medium,No,Two of the six employee files reviewed were observed to be missing current driver's licenses. ,Updated driver's licenses were placed in employee files. 
03/10/2023,748.303(a)(3)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/17/2023,07/13/2023,Individual Standards Evaluated,Medium High,Yes,Staff member did not report a serious incident report in a timely manner to Texas Hotline. ,Staff member did not report a serious incident report in a timely manner to Texas Hotline. 
03/10/2023,748.1101(b)(4)(A)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/17/2023,07/13/2023,Individual Standards Evaluated,High,Yes,A staff member hit a child in care. ,A staff member hit a child in care. 
01/09/2023,HRC42.04412(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/03/2023,03/23/2023,Individual Standards Evaluated,High,Yes,Multiple staff members questioned the children about the alleged incident before reporting to the hotline.,"An unannounced visit to the operation was conducted to follow up on the deficiency received. Inspector spoke with two direct care staff supervisors, Enrique Hernandez and Kevin Butler, who stated that when a child makes an outcry, they do speak to the child to find out what occurred, review camera footage, report it to their superiors, and a report is then made to Licensing. Both supervisors denied interfering with investigations or conducting their own internal investigations. The administrator, Vanessa Eckrode, informed inspector that an Administrative Review had been requested. The administrator stated that she wanted to report exactly what happened, so she called Chase into her office to explain to him that she would be making a report, but needed to know exactly what happened, and that is when he described the alleged incident that took place. Mrs. Eckenrode stated that while multiple staff talked to him to try and find out what occurred, it wasnt to interfere with the investigation, but to only gain knowledge of the incident before making the report. "
10/25/2022,748.1103(a) - Children's Rights,Children's Rights,No,11/01/2022,11/01/2022,H:Children's Rights,Medium,No,Two of the six child records reviewed showed that children in care were provided a copy of the child rights after seven days of being admitted. ,"All case managers who track the completion of the intake child rights, were made aware of the deficiency and reminded of the 7-day deadline in the standards. Additionally, the parameters for this form, which in the electronic record, were checked and updated to a format that would reflect the 7-day deadline."
06/27/2022,748.4083(a) - Transportation,Transportation,No,07/04/2022,06/30/2022,R:Transportation,Medium High,Yes,Both seatbelts on the second row of Vehicle #037 were observed to be inoperable. One seatbelt in vehicle #028 on the second row was observed to be inoperable. ,Operation made the corrections by providing pictures; Van #37 seatbelts were corrected on 6/28/22. New part ordered for van #28 on 6/29/22 and Van #28 broken part replaced and seatbelt functioning 6/20/2022.
04/12/2022,748.2901(2)(A) - Emergency Behavior Intervention,Emergency Behavior Intervention,No,04/19/2022,04/20/2022,N:Emergency Behavior Intervention,Medium High,Yes,One of the eight child files reviewed was observed to be missing 2 Triggered Reviews.,One of the eight child files reviewed was observed to be missing 2 Triggered Reviews.
04/01/2022,748.1337(b)(1)(D)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/16/2022,05/11/2022,Individual Standards Evaluated,Medium High,No,Caregivers did not provide line-of-sight supervision for two youths in care as required by their service plan.  As a result two youths went into a bedroom for approximately ten minutes before being noticed. ,On 05/11/2022 corrections received from operation. The employees on duty when the lapse occurred all received corrective action/coaching on 04/01/22.  Program Coordinators were present in the residence in the evening for the next shift to provide support and coaching for the home Supervisors.  Supervisor meetings were conducted on 04/25/22 and 04/27/22 to discuss incident and specifics.  PAC policy was and expectations regarding supervision of students and following student specific supervision needs were discussed.  Home supervisors to review with the staff they supervise.  Shift Supervisors to continue to provide support and coaching to Home Supervisors with house routine and maintaining supervision.  
03/22/2022,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/16/2022,05/16/2022,Individual Standards Evaluated,Medium High,Yes,"A staff member failed to exercise prudent judgement and maintain self-control when he used physical force to hit and push a child in care to the ground, and physically pull the child across the floor by his pants. ","The administrator advised that the staff member involved in this incident has been terminated. A shift supervisor has been stationed in this residence in addition to the Program Coordinators having an increased presence in the residence to provide support and coaching to remaining staff. 

04/25/22 and 4/27/22-Supervisor meetings were conducted to review the specifics of this investigation. Standards, operation policies, and expectations were discussed. Supervisors are to review with staff.
05/09/22 and 05/16/22-Annual EBI Training was conducted with all staff. Within the training appropriate interventions were taught.

A physical follow up (Interim) was conducted on 03/30/22, in which staff and residents were interviewed; there were no concerns. "
03/22/2022,748.311 - Individual Standards Evaluated,Individual Standards Evaluated,No,07/22/2022,07/18/2022,Individual Standards Evaluated,Medium,No,Two staff members failed to document and report the incidents that took place with a child in care on 3/12/22.,"During the course of this investigation, documentation training occurred on 04/11/22 and 05/2/22 (All teaching parents and home supervisors). Discussed the importance effective and accurate documentation. Proper documentation of Behavior Incidents and Emergency Behavior Interventions were addressed. See attached training curriculum. 


A physical follow up (Interim) was conducted on 03/30/22, in which staff and residents were interviewed; there were no concerns. "
03/22/2022,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/22/2022,07/18/2022,Individual Standards Evaluated,High,Yes,"A staff member used physical force to push, punch, drag and twist a childs arm behind their back as an inappropriate response to behaviors demonstrated. ","The employee involved in this incidnent was terminated. 
May 9th and 16th all Teaching Parents and Home Supervisors received annual EBI Training. Within the training, appropriate de-escalative interventions were taught and practiced in addition to the practice of tag out when becoming frustrated and/or when a colleague prompts you to tag out.


A physical follow up (Interim) was conducted on 03/30/22, in which staff and residents were interviewed; there were no concerns."
03/22/2022,748.2303(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/16/2022,05/16/2022,Individual Standards Evaluated,High,Yes,"An employee was observed on video forcibly picking a child up from his chair and dragging him by his pant leg, and in another video, pushing this same child in care out of his chair onto the floor and hitting him. ","The administrator advised that the staff member involved in this incident has been terminated. A shift supervisor has been stationed in this residence in addition to the Program Coordinators having an increased presence in the residence to provide support and coaching to remaining staff. 

04/25/22 and 4/27/22-Supervisor meetings were conducted to review the specifics of this investigation. Standards, operation policies, and expectations were discussed. Supervisors are to review with staff.
05/09/22 and 05/16/22-Annual EBI Training was conducted with all staff. Within the training appropriate interventions were taught.

A physical follow up (Interim) was conducted on 03/30/22, in which staff and residents were interviewed; there were no concerns. "
02/04/2022,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/22/2022,03/22/2022,Individual Standards Evaluated,High,Yes,A child in care was subjected to physical discipline by a staff member.,"The employee involved in this incident was terminated 2/9/2022.
Following the initiation of the investigation into this incident, Leadership had meetings with all home supervisors on both shifts (2/9/22 and 2/11/22). The employees unacceptable behavior was identified and BACs policy, procedures, training, and expectations for the care and treatment of our students was discussed. In addition, the expectations for all supervisors to lead by example and hold their staff to the standards of conduct expected was addressed.
On 2/16/22, Leadership met with all teaching parents on both shifts. The employees unacceptable behavior was identified and BACs policy, procedures, and expectations for the care and treatment of our students was discussed. Also reviewed was the procedure for reporting concerns to administration and/or TDFPS and the expectation that client safety is a priority and concerns must be reported.
The above content was also reviewed will all Teachers, counselors, case managers, and day staff during Recognizing and Reporting Abuse and Neglect Training on 2/18/22."
02/04/2022,748.507(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/22/2022,03/22/2022,Individual Standards Evaluated,Medium High,Yes,A staff member failed to exercise prudent judgement and maintain self-control when he used physical force to kick a child in care as an inappropriate response to behaviors demonstrated.,"The employee involved in this incident was terminated 2/9/2022.
Following the initiation of the investigation into this incident, Leadership had meetings with all home supervisors on both shifts (2/9/22 and 2/11/22). The employees unacceptable behavior was identified and BACs policy, procedures, training, and expectations for the care and treatment of our students was discussed. In addition, the expectations for all supervisors to lead by example and hold their staff to the standards of conduct expected was addressed.
On 2/16/22, Leadership met with all teaching parents on both shifts. The employees unacceptable behavior was identified and BACs policy, procedures, and expectations for the care and treatment of our students was discussed. Also reviewed was the procedure for reporting concerns to administration and/or TDFPS and the expectation that client safety is a priority and concerns must be reported.
The above content was also reviewed will all Teachers, counselors, case managers, and day staff during Recognizing and Reporting Abuse and Neglect Training on 2/18/22."
02/04/2022,748.1101(b)(4)(A)(ii) - Individual Standards Evaluated,Individual Standards Evaluated,No,03/22/2022,03/22/2022,Individual Standards Evaluated,High,Yes,A child in care was subjected to corporal punishment when a staff member used physical discipline as an inappropriate response to the child's behavior.,"The employee involved in this incident was terminated 2/9/2022.
Following the initiation of the investigation into this incident, Leadership had meetings with all home supervisors on both shifts (2/9/22 and 2/11/22). The employees unacceptable behavior was identified and BACs policy, procedures, training, and expectations for the care and treatment of our students was discussed. In addition, the expectations for all supervisors to lead by example and hold their staff to the standards of conduct expected was addressed.
On 2/16/22, Leadership met with all teaching parents on both shifts. The employees unacceptable behavior was identified and BACs policy, procedures, and expectations for the care and treatment of our students was discussed. Also reviewed was the procedure for reporting concerns to administration and/or TDFPS and the expectation that client safety is a priority and concerns must be reported.
The above content was also reviewed will all Teachers, counselors, case managers, and day staff during Recognizing and Reporting Abuse and Neglect Training on 2/18/22."
05/22/2021,748.2551(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/30/2021,07/23/2021,Individual Standards Evaluated,Medium High,Yes,Staff failed to offer de-escalation techniques prior to attempting a restraint on a child.,"The employee involved in this incident was
terminated 7/16/2021.
Since the initiation of the investigation into this
incident, all teaching parents have received
annual restraint training. De-escalation and
prevention are elements of this training. These
elements received additional emphasis during
the training.
In addition, training is scheduled for July 27th
and July 29th with all teaching parents to
review BAC policies and standards related to
use of EBI and de-escalation/prevention."
05/22/2021,748.2553(2)(C) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/30/2021,07/23/2021,Individual Standards Evaluated,Medium High,Yes,A resident was not released from a restraint after no longer being a threat to others.,"The employee involved in this incident was
terminated 7/16/2021.
Since the initiation of the investigation into this
incident, all teaching parents have received
annual restraint training. De-escalation and
prevention are elements of this training. These
elements received additional emphasis during
the training.
In addition, training is scheduled for July 27th
and July 29th with all teaching parents to
review BAC policies and standards related to
use of EBI and de-escalation/prevention."
05/22/2021,748.1101(b)(1)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/23/2021,07/23/2021,Individual Standards Evaluated,High,Yes,"A staff inappropriately restrained a 16 year old resident, resulting in an injury to the head.","The employee involved in this incident was
terminated 7/16/2021.
Since the initiation of the investigation into this
incident, all teaching parents have received
annual restraint training. De-escalation and
prevention are elements of this training. These
elements received additional emphasis during
the training.
In addition, training is scheduled for July 27th
and July 29th with all teaching parents to
review BAC policies and standards related to
use of EBI and de-escalation/prevention."
05/22/2021,748.2451(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/30/2021,07/23/2021,Individual Standards Evaluated,Medium High,Yes,"Staff  failed to follow the operation's EBI policy by conducting an inappropriate restraint, not using preferred de-escalation and not releasing a child from a restraint after no longer being a threat.","The employee involved in this incident was
terminated 7/16/2021.
Since the initiation of the investigation into this
incident, all teaching parents have received
annual restraint training. De-escalation and
prevention are elements of this training. These
elements received additional emphasis during
the training.
In addition, training is scheduled for July 27th
and July 29th with all teaching parents to
review BAC policies and standards related to
use of EBI and de-escalation/prevention."
05/22/2021,748.2461(a)(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/30/2021,07/23/2021,Individual Standards Evaluated,High,Yes,"Staff grabbed a resident forcefully causing the resident to fall forward into a window, with his face pressed into a mat.","The employee involved in this incident was
terminated 7/16/2021.
Since the initiation of the investigation into this
incident, all teaching parents have received
annual restraint training. De-escalation and
prevention are elements of this training. These
elements received additional emphasis during
the training.
In addition, training is scheduled for July 27th
and July 29th with all teaching parents to
review BAC policies and standards related to
use of EBI and de-escalation/prevention."
