Citation Date,Standard Number / Description,Category,Corrected at Inspection,Correction Deadline Date,Date Correction Evaluated,Sections Violated,Standard Risk Level,Technical Assistance Given,Deficiency Narrative,Correction Narrative
03/14/2024,748.705(b)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/25/2024,04/29/2024,Individual Standards Evaluated,Medium,Yes,"A caregiver took five children in care, ages 9-13, to see a horror movie rated PG-13. Several of these children have history of self-harm and have experienced significant trauma. One childs Conservatorship worker stated that due to her diagnosis, her mindset is much younger than her age.","A follow up was completed by interviewing youth in care at school. The youth interviewed indicated they are not allowed to watch scary movies or shows at the operation, and it should be rated PG. They denied watching non-PG shows or movies since the last incident. The interviews can be viewed in Chronology."
03/06/2024,748.3021 - Individual Standards Evaluated,Individual Standards Evaluated,No,03/26/2024,03/26/2024,Individual Standards Evaluated,Medium High,Yes,"During an inspection at the operation, scissors were observed to be accessible in a drawer to youth in care recently after an incident involving scissors occurred with a youth at the operation.",Corrected.
02/12/2024,748.2953(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/12/2024,02/12/2024,Individual Standards Evaluated,Medium,No,The operation has not entered EBI data in their provider portal for Quarter 4 of 2023.,The EBI report was generated in CLASS in which it displayed the missing quarter's information.
07/11/2023,748.125(f)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/11/2023,08/18/2023,Individual Standards Evaluated,Medium High,No,A  suicide risk screening was not conducted with a child post returning from the psych hospital.  ,The operation emailed a corrective action plan that indicated the operation's administrative staff will be responsible for ensuring the PLSP who is also the operation's treatment director to conduct a suicide risk screening after a child returns from a behavioral hospital.
04/13/2023,748.681(2) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/20/2023,04/27/2023,Individual Standards Evaluated,Medium,Yes,It was found that 2 out of 3 staff records that there was no high school diploma or GED in the file.,"A phone call was received on April 20, 2023 from the operation's administrative assistant, Alice Collins, requesting an extension to correct the deficiency so all the corrections can be submitted at the same time due to waiting on an outside party for one of the corrections. An extension of 1 week was granted.  On April 27, 2023, an email was received from the operation which included a copy of 1 staff's missing document for verification along with a CAP. The CAP indicated the other staff has order their transcript and is awaiting its arrival. It also indicated it will be provided once received."
04/13/2023,748.1209(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/20/2023,04/27/2023,Individual Standards Evaluated,Medium Low,Yes,It was found in 2 out of 3 children files reviewed that no child orientation was provided upon admission.,"A phone call was received on April 20, 2023 from the operation's administrative assistant, Alice Collins, requesting an extension to correct the deficiency so all the corrections can be submitted at the same time due to waiting on an outside party for one of the corrections. An extension of 1 week was granted. On April 27, 2023, an email was received from the operation which included a copy of the missing document for verification along with a CAP."
04/13/2023,748.311 - Reports and Record Keeping,Reports and Record Keeping,No,04/20/2023,04/27/2023,D:Reports and Record Keeping,Medium,Yes,A serious incident that was reported to the statewide intake hotline by the operation did not have a coinciding report documented at the operation.,"A phone call was received on April 20, 2023 from the operation's administrative assistant, Alice Collins, requesting an extension to correct the deficiency so all the corrections can be submitted at the same time due to waiting on an outside party for one of the corrections. An extension of 1 week was granted.  On April 27, 2023, an email was received from the operation which included a copy of the missing document for verification along with a CAP."
04/13/2023,748.1103(d) - Children's Rights,Children's Rights,No,04/20/2023,04/27/2023,H:Children's Rights,Medium,Yes,Two out of three child records reviewed did not contain a signed statement to acknowledge the child's rights.,"A phone call was received on April 20, 2023 from the operation's administrative assistant, Alice Collins, requesting an extension to correct the deficiency so all the corrections can be submitted at the same time due to waiting on an outside party for one of the corrections. An extension of 1 week was granted.  On April 27, 2023, an email was received from the operation which included a copy of the missing document for verification along with a CAP."
04/13/2023,748.3239(a)(3) - Safety and Emergency Practices,Safety and Emergency Practices,No,04/20/2023,04/27/2023,O:Safety and Emergency Practices,Medium,Yes,Four out of four fire/evacuation drills reviewed were not completed within the required three minutes. One out of the four drills reviewed did not indicate the smoke alarm was set off.,"A phone call was received on April 20, 2023 from the operation's administrative assistant, Alice Collins, requesting an extension to correct the deficiency so all the corrections can be submitted at the same time due to waiting on an outside party for one of the corrections. An extension of 1 week was granted.  On April 27, 2023, an email was received from the operation which included a CAP that indicated the operation will practice the fire drill with the youth in care and admin staff will ensure it is completed within the required 3-minute timeframe and the documentation reflects the alarm is set every time."
08/24/2022,748.363(4) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/31/2022,09/12/2022,Individual Standards Evaluated,Medium,Yes,One out of seven employee files reviewed did not contain an updated professional licensure as required for their job position nor any record of training completed. Another employee file did not contain a job description.,"An email was received that included a copy of the treatment director's updated licensure. A phone call was also received from the operation's owner, Donyel Jack, on 9-9-22 in which she stated the missing job description was placed in the staff's file."
08/24/2022,745.651(2)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/31/2022,09/09/2022,Individual Standards Evaluated,Medium,Yes,The last validation of the employee list in the provider portal was four months ago.,"A phone call was received from the operation's owner, Donyel Jack, indicating the background checks have been validated in the provider portal. A review was completed as verification."
08/24/2022,"748.1337(b) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,08/31/2022,09/13/2022,"I:Admission, Service Planning, Discharge",Medium Low,No,One out of three child files reviewed did not contain a copy of the initial service plan in the file. Two out of three children's files did not contain the most recently updated service plan in the file.,An after hour inspection (#3903114) was conducted and the missing service plans were observed.
07/13/2022,748.151(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/13/2022,09/13/2022,Individual Standards Evaluated,High,Yes,The operation has not had an administrator in 90 days.,An LCCA has been hired for the operation per a face to face conversation with the operation's owner during an after-hour inspection conducted at the operation.
07/06/2022,748.2307(9) - Individual Standards Evaluated,Individual Standards Evaluated,No,08/26/2022,09/01/2022,Individual Standards Evaluated,Medium High,Yes,There is information to confirm staff use profane language while caring for children.,Two out of three youth interviewed stated staff do not use profane language while in the presence of the youth in care.
06/13/2022,748.151(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/13/2022,07/13/2022,Individual Standards Evaluated,High,Yes,The operation has not had an administrator in 60 days.,
06/02/2022,748.3351(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,06/10/2022,06/14/2022,Individual Standards Evaluated,Medium High,No,A window blind in one of the bedrooms was damaged.,A window blind in one of the bedrooms was damaged and has been replaced.
05/23/2022,748.3391(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/30/2022,06/02/2022,Individual Standards Evaluated,Medium High,No,One of two bathroom had a broken toilet paper holder. There was an exposed electrical socket in the kitchen dinning area.,The deficiency has been corrected by repairs being completed.
05/23/2022,748.3351(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/30/2022,06/02/2022,Individual Standards Evaluated,Medium High,No,A window blind in one of the bedrooms was damaged.,
05/13/2022,748.399(a) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,05/20/2022,,Individual Standards Evaluated,Medium,Yes,The purpose of this standard is to ensure child care regulation is able to assess records and documentation for accuracy and compliance. ,
05/13/2022,748.3391(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/20/2022,05/23/2022,Individual Standards Evaluated,Medium High,Yes,"Two of two bathrooms utilized by children in care did not contain: paper towel or any hand drying agent. One of two bathrooms did not contain toilet paper, One of two bathrooms had a broken vanity exposing piping. One of two bathroom had a broken toilet paper holder. There was an exposed electrical socket in the kitchen dinning area. There was bag of meat in the freezer in a ripped bag exposing the meat. There was a clump of hair in the freezer.",
05/12/2022,748.3351(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/19/2022,05/23/2022,Individual Standards Evaluated,Medium High,No,A window blind in one of the bedrooms was damaged.,
05/03/2022,748.2151(d) - Medication,Medication,No,05/11/2022,05/12/2022,L:Medication,Medium High,No,One out of three medication records reviewed indicate that the medication count was inaccurately logged. ,Deficiency corrected
05/03/2022,748.3351(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/11/2022,05/12/2022,Individual Standards Evaluated,Medium High,Yes,A window blind in one of the bedrooms was damaged.,
05/03/2022,748.2857(a) - Emergency Behavior Intervention,Emergency Behavior Intervention,No,05/11/2022,05/12/2022,N:Emergency Behavior Intervention,Medium,No,Two out of two restraints reviewed did not include a notification to the parent.,
05/03/2022,748.2853(3) - Emergency Behavior Intervention,Emergency Behavior Intervention,No,05/11/2022,05/12/2022,N:Emergency Behavior Intervention,Medium Low,Yes,"During the inspection, two out of three restraint reports had missing post discussion documentation. ",
05/03/2022,748.2151(b)(1) - Medication,Medication,No,05/11/2022,05/12/2022,L:Medication,Medium High,No,One out of three medication records reviewed had signatures documented/signed prior to administering any medication to children in care. ,Deficiency corrected
04/24/2022,748.2855(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/29/2022,08/10/2022,Individual Standards Evaluated,Medium,Yes,There was no documentation sent to inspector regarding EBI being performed on victim and documentation on EBI performed on other children in care who were interviewed,"An extension has been granted until August 10, 2022. An email was received from the operation's owner, Donyel Jack, which included a corrective action plan indicating all documents will be made readily available to all inspectors on unannounced visits. This is indicated to be ensured by the LCCA. A phone call with Ms. Jack concluded that the employee on duty during the incident no longer works for the operation, and the requested documents were in fact given to the inspector investigating."
04/24/2022,748.4657(1)(A) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/29/2022,08/03/2022,Individual Standards Evaluated,Medium High,Yes,Reviewing staff training 5 out of 8 staff do not have up to date training for EBI,Inspection #3897010 was conducted at the operation in which the employee files were reviewed for up to date training. All employees' EBI training is current.
04/24/2022,748.2851(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/29/2022,08/10/2022,Individual Standards Evaluated,Medium,Yes,Operation did not send any post EBI documentation regarding the victim or any child in care from the operation,"An extension has been granted until August 10, 2022. An email was received from the operation's owner, Donyel Jack, which included a corrective action plan indicating all documents will be made readily available to all inspectors on unannounced visits. This is indicated to be ensured by the LCCA. A phone call with Ms. Jack concluded that the employee on duty during the incident no longer works for the operation, and the requested documents were in fact given to the inspector investigating."
04/24/2022,748.2453 - Individual Standards Evaluated,Individual Standards Evaluated,No,07/29/2022,08/03/2022,Individual Standards Evaluated,High,Yes,Due to 5 out of 8 staff EBI records no being current. 5 staff are not qualified to perform EBI. ,Inspection #3897010 was conducted at the operation in which the employee files were reviewed for up to date training. All employees' EBI training is current.
04/24/2022,748.455(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/29/2022,08/10/2022,Individual Standards Evaluated,Medium High,Yes,No debriefing documentation was given to inspector regarding AWOL of victim,"An extension has been granted until August 10, 2022. An email was received from the operation's owner, Donyel Jack, which included a corrective action plan indicating all documents will be made readily available to all inspectors on unannounced visits. This is indicated to be ensured by the LCCA. A phone call with Ms. Jack concluded the youth is no longer enrolled at the operation and they will ensure a debriefing is conducted with youth in the future if another runaway occurs."
04/24/2022,748.453(a)(1) - Individual Standards Evaluated,Individual Standards Evaluated,No,07/29/2022,08/10/2022,Individual Standards Evaluated,Medium,Yes,annual summary log was not given to inspector regarding AWOL as requested ,"An extension has been granted until August 10, 2022. An email was received from the operation's owner, Donyel Jack, which included a corrective action plan indicating all documents will be made readily available to all inspectors on unannounced visits. This is indicated to be ensured by the LCCA. A phone call with Ms. Jack concluded the youth is no longer enrolled at the operation and they will ensure any runaway incidents in the future will be documented on a log as well."
04/24/2022,748.311 - Individual Standards Evaluated,Individual Standards Evaluated,No,07/29/2022,08/10/2022,Individual Standards Evaluated,Medium,Yes,No serious incident report was given to inspector regarding AWOL of victim that was called in to licensing,"An extension has been granted until August 10, 2022. An email was received from the operation's owner, Donyel Jack, which included a corrective action plan indicating all documents will be made readily available to all inspectors on unannounced visits. This is indicated to be ensured by the LCCA. A phone call with Ms. Jack concluded that the employee on duty during the incident no longer works for the operation, and the incident report in fact was given to the inspector investigating."
03/21/2022,748.2855(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/10/2022,05/12/2022,Individual Standards Evaluated,Medium,Yes,Staff failed to complete EBI documentation for serious incidents involving children in their care.   ,Staff failed to complete EBI documentation for serious incidents involving children in their care.   
03/21/2022,748.1003(a) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/10/2022,05/12/2022,Individual Standards Evaluated,Medium High,Yes,One staff member supervised 6 children in a van on 03/20/2022 when a physical altercation occurred.   ,Deficiency corrected   
03/21/2022,748.1531(b)(5) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/10/2022,05/10/2022,Individual Standards Evaluated,Medium,Yes,The operation documents on their incident reports that children are being evaluated by their concierge doctor however there is not always documentation to go along with this and when a document is provided it does not have any official signatures or letterhead and it is unknown who is filling out the document .,Deficiency corrected
03/21/2022,748.303(a)(4)(B) - Individual Standards Evaluated,Individual Standards Evaluated,No,05/10/2022,05/10/2022,Individual Standards Evaluated,Medium High,Yes,Staff failed to report serious incidents involving children in care to the parents.  Children have been involved in serious incidents requiring medical evaluations after and parents have not been informed within required time frames.  ,Staff failed to report serious incidents involving children in care to the parents.  Children have been involved in serious incidents requiring medical evaluations after and parents have not been informed within required time frames.  
03/21/2022,748.4045 - Individual Standards Evaluated,Individual Standards Evaluated,No,05/10/2022,05/12/2022,Individual Standards Evaluated,High,Yes,Two children used one seat belt while being transported for an outing.  ,Deficiency corrected
03/21/2022,748.309 - Individual Standards Evaluated,Individual Standards Evaluated,No,05/10/2022,05/10/2022,Individual Standards Evaluated,Medium,Yes,Staff failed to report serious incidents involving children in their care to the hotline.  Incidents involving physical abuse between children were not reported timely.  ,Staff failed to report serious incidents involving children in their care to the hotline.  Incidents involving physical abuse between children were not reported timely.  
12/22/2021,748.2151(c)(3) - Individual Standards Evaluated,Individual Standards Evaluated,No,02/18/2022,02/18/2022,Individual Standards Evaluated,Medium,No,Medication logs reviewed did not include the reason medication was prescribed.,"An email was received from the operation's administrator, Clifford Jackson, that included a corrective action plan indicating all the current youth med logs have been updated to include the reason for the medication prescribed. A copy of one of the med logs was also included in the email for verification."
11/18/2021,748.2101(1) - Individual Standards Evaluated,Individual Standards Evaluated,Yes,11/18/2021,,Individual Standards Evaluated,High,Yes,During the inspection; medication was observed accessible to the children in care and child in care pick up a pill off the floor. ,
11/16/2021,748.2851(b) - Individual Standards Evaluated,Individual Standards Evaluated,No,12/28/2021,01/07/2022,Individual Standards Evaluated,Medium,No,During the inspection; a post discussion was not completed after restraint conducted  on a child in care. ,"A phone call was conducted with the operation's owner, Donyel Jack. Ms. Jack stated the operation corrected the incident report to include the post discussion with the youth and a copy will be emailed for verification."
04/08/2021,748.393(b)(3) - Reports and Record Keeping,Reports and Record Keeping,No,04/15/2021,04/13/2021,D:Reports and Record Keeping,Medium,No,One out of two youth files reviewed contained an incident report that did not match the emergency behavior intervention report to coincide with it.,An email was received including a corrective action plan that indicated the administrator effective immediately will review all documentation by staff before placing it in the youth's files.
04/08/2021,748.3301(i) - Individual Standards Evaluated,Individual Standards Evaluated,No,04/15/2021,04/22/2021,Individual Standards Evaluated,Medium High,Yes,One of the window blinds in bedroom three contained mold.,One of the window blinds in bedroom three contained mold.
01/29/2021,"748.1217(b)(12) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,02/05/2021,02/05/2021,"I:Admission, Service Planning, Discharge",Medium Low,No,One of the youth files reviewed did not contain the goals the youth needs to achieve.,An email was received with a corrective plan attached that indicated the case manager will complete all admission assessments and will include all goals the youth need to achieve.  The treatment director will review all admission assessments to ensure all needed information including goals are in the assessment plans.
01/29/2021,748.1103(d) - Children's Rights,Children's Rights,No,02/05/2021,02/05/2021,H:Children's Rights,Medium,No,Notification of the child's rights was not signed by the youth in one of the files reviewed.,"An email was received with a corrective action plan attached that indicated during the time of intake with a youth, the intake coordinator will make sure the child signs the childs rights form.  The Licensed Child-Care Administrator will review the documents to make sure all are signed before filing in the childs personal binder."
01/29/2021,"748.1215(b) - Admission, Service Planning, Discharge","Admission, Service Planning, Discharge",No,02/05/2021,02/05/2021,"I:Admission, Service Planning, Discharge",Low,No,There was no admission assessment completed for one of the youth files reviewed.,An email was received with a corrective action plan attached that indicated the PLSP will complete all admission assessments within 24 hours for a youth who is being placed at Abundance of Joy.  The treatment director will review the assessment and give to the Administrative assistant to file in the youths personal binder.  The LCCA will ensure this process is completed by checking the youths personal binder in a timely manner.
