Facility ID,Name,Address,Regulation Date,Expiration Date,Conditional,Inspection 1 Date,Inspection 1 Type,Inspection 1 Findings,Inspection 2 Date,Inspection 2 Type,Inspection 2 Findings,Inspection 3 Date,Inspection 3 Type,Inspection 3 Findings,Inspection 4 Date,Inspection 4 Type,Inspection 4 Findings,Inspection 5 Date,Inspection 5 Type,Inspection 5 Findings,Inspection 6 Date,Inspection 6 Type,Inspection 6 Findings,Inspection 7 Date,Inspection 7 Type,Inspection 7 Findings,Inspection 8 Date,Inspection 8 Type,Inspection 8 Findings,Inspection 9 Date,Inspection 9 Type,Inspection 9 Findings,Inspection 10 Date,Inspection 10 Type,Inspection 10 Findings,Inspection 11 Date,Inspection 11 Type,Inspection 11 Findings,Inspection 12 Date,Inspection 12 Type,Inspection 12 Findings,Inspection 13 Date,Inspection 13 Type,Inspection 13 Findings,Inspection 14 Date,Inspection 14 Type,Inspection 14 Findings,Inspection 15 Date,Inspection 15 Type,Inspection 15 Findings,Inspection 16 Date,Inspection 16 Type,Inspection 16 Findings,Inspection 17 Date,Inspection 17 Type,Inspection 17 Findings,Inspection 18 Date,Inspection 18 Type,Inspection 18 Findings,Inspection 19 Date,Inspection 19 Type,Inspection 19 Findings,Inspection 20 Date,Inspection 20 Type,Inspection 20 Findings
93343,Copper Hills Youth Center,"5899 W Rivendell Dr, West Jordan, UT, 84081",8/1/2022,7/31/2026,FALSE,7/21/2025,Investigation Inspection,None,7/11/2025,"Unannounced, Annual Inspection, Follow-Up Inspection",None,7/1/2025,"Follow-Up Inspection, Non On-Site Inspection",None,6/19/2025,Investigation Inspection,None,6/11/2025,"Announced, Annual Inspection","R380-600-7(16)(a)-(e): Critical incidents reporting requirements... | Finding: The Licensee was out of compliance with R380-600-7(16)(a-d) by not reporting a critical incident to the Office within one business day. During the inspection it was observed that three critical incidents were not reported to the office by the previous Risk Manager. This is a repeat citation as noted on May 1, 2025....",6/6/2025,Investigation Inspection,None,5/1/2025,"Complaint, Investigation Inspection","R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The Licensee was out of compliance with rule R380-600-7(16)(a) by not submitting a critical incident report to the office within one business day.  During the inspection, the investigator verified that a critical incident occurred on February 14, 2025 and was not reported to Licensing until May 07, 2025.... | R501-19-4(2)(a)-(b): Intermediate secure treatment ratios... | Finding: The Licensee was out of compliance with Rule R501-19-4(2)(b) by failing to maintain a staff-to-client ratio of one staff to every five clients.  During the inspections, the investigators observed one unit had one staff member with twelve students and another unit with two staff members and twelve students.... | R380-600-7(16)(a)-(e): Critical incidents reporting requirements... | Finding: The Licensee was out of compliance with rule R380-600-7(16)(a) by not submitting a critical incident report to the office within one business day.  During the inspection, the investigator verified that a critical incident occurred on April 16, 2025 and was not reported to Licensing until April 25, 2025.  This was a repeat noncompliance as noted on March 03, 2023, February 01, 2023, and November 29, 2022....",4/17/2025,"Complaint, Investigation Inspection","R380-80-4(2): Report abuse or neglect... | Finding: The Licensee was out of compliance with rule R380-80-4(2) by not immediately submitting a critical incident report to Child Protective Services notifying them of a staff member subjecting clients to abuse, neglect or exploitation. During the inspection, the investigator verified that a critical incident occurred and was not immediately reported to Child Protective Services....",3/10/2025,3rd Unannounced,None,12/20/2024,Investigation Inspection,None,11/25/2024,Investigation Inspection,None,11/25/2024,2nd Unannounced,None,10/1/2024,Investigation Inspection,None,9/18/2024,Investigation Inspection,None,7/25/2024,"Unannounced, Annual Inspection",None,6/5/2024,Follow-Up Inspection,None,5/29/2024,"Announced, Annual Inspection",None,3/18/2024,Investigation Inspection,None,2/15/2024,3rd Unannounced,None,1/23/2024,Investigation Inspection,None
94407,Crossroads Academy dba CRA Residential Treatment,"5545 S 1225 E, South Ogden, UT, 84403",12/16/2022,8/31/2025,FALSE,6/24/2025,"Announced, Annual Inspection",None,6/24/2025,"Follow-Up Inspection, Non On-Site Inspection",None,3/6/2025,"Follow-Up Inspection, Non On-Site Inspection",None,2/13/2025,"Announced, Annual Inspection",None,12/5/2024,3rd Unannounced,"R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The program was out of compliance with this rule by not maintaining the residence free of health and safety hazards. During the inspection at Crossroads Academy, a bedroom doorway was missing the top piece of trim, revealing a nail and sharp wood edges. This rule non-compliance is a repeat non-compliance....",12/5/2024,Non On-Site Inspection,None,9/23/2024,Non On-Site Inspection,None,8/26/2024,3rd Unannounced,None,6/12/2024,2nd Unannounced,None,2/27/2024,Non On-Site Inspection,None,2/21/2024,"Unannounced, Annual Inspection",R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with the rule by not having all bathrooms properly equipped with hand soap....,12/16/2023,Non On-Site Inspection,None,11/15/2023,"Announced, Annual Inspection",None,9/26/2023,Non On-Site Inspection,None,12/16/2022,Follow-Up Inspection,None,12/13/2022,Initial Announced,None,,,,,,,,,,,,
93403,Crossroads Academy dba East House,"1217 E 3100 N, Ogden, UT, 84414",9/1/2022,8/31/2025,FALSE,6/24/2025,"Announced, Annual Inspection",None,6/24/2025,"Follow-Up Inspection, Non On-Site Inspection",None,3/11/2025,"Follow-Up Inspection, Non On-Site Inspection",None,3/10/2025,3rd Unannounced,None,12/10/2024,2nd Unannounced,None,8/29/2024,"Unannounced, Annual Inspection",None,6/18/2024,Non On-Site Inspection,None,6/18/2024,Non On-Site Inspection,None,6/11/2024,"Announced, Annual Inspection",None,1/16/2024,3rd Unannounced,None,9/7/2023,Non On-Site Inspection,None,8/21/2023,"Unannounced, Annual Inspection",R501-1-17(3)(a)-(c): Nutrition requirements... | Finding: The provider was out of compliance by not ensuring the dietician approved menu is being followed and served....,7/18/2023,Non On-Site Inspection,None,6/13/2023,"Announced, Annual Inspection",None,3/28/2023,"Announced, Annual Inspection",None,2/22/2023,Follow-Up Inspection,None,12/21/2022,3rd Unannounced,None,,,,,,,,,
93420,Crossroads Academy dba North House,"2849 N 400 E, Ogden, UT, 84414",9/1/2022,8/31/2025,FALSE,6/24/2025,"Announced, Annual Inspection",None,6/24/2025,"Follow-Up Inspection, Non On-Site Inspection",None,12/5/2024,2nd Unannounced,None,8/29/2024,"Unannounced, Annual Inspection",None,6/18/2024,Non On-Site Inspection,None,6/14/2024,Investigation Inspection,None,6/11/2024,"Announced, Annual Inspection",None,5/1/2024,Investigation Inspection,None,1/16/2024,3rd Unannounced,None,9/7/2023,Non On-Site Inspection,None,8/21/2023,"Unannounced, Annual Inspection",R501-1-15(2): Facility and furnishings maintained... | Finding: The provider was out of compliance with this rule/regulation by having a bathroom cabinet door hanging off the broken hinge....,7/18/2023,Non On-Site Inspection,None,6/13/2023,"Announced, Annual Inspection",None,4/19/2023,Non On-Site Inspection,None,3/28/2023,"Announced, Annual Inspection",None,11/30/2022,Follow-Up Inspection,None,11/1/2022,"Unannounced, Annual Inspection",None,,,,,,,,,
93421,Crossroads Academy dba South House,"914 32nd St, Ogden, UT, 84403",9/1/2022,8/31/2025,FALSE,6/24/2025,"Announced, Annual Inspection",None,6/24/2025,"Follow-Up Inspection, Non On-Site Inspection",None,3/11/2025,"Follow-Up Inspection, Non On-Site Inspection",None,3/10/2025,3rd Unannounced,None,12/12/2024,2nd Unannounced,None,8/26/2024,"Unannounced, Annual Inspection",None,6/27/2024,Non On-Site Inspection,None,6/11/2024,"Announced, Annual Inspection",None,3/12/2024,"Unannounced, Annual Inspection",None,12/18/2023,Non On-Site Inspection,None,12/18/2023,2nd Unannounced,None,12/14/2023,Investigation Inspection,None,9/11/2023,Non On-Site Inspection,None,9/7/2023,"Unannounced, Annual Inspection",None,7/18/2023,Non On-Site Inspection,None,6/13/2023,"Announced, Annual Inspection",None,3/28/2023,"Announced, Annual Inspection",None,1/4/2023,Follow-Up Inspection,None,12/21/2022,3rd Unannounced,None,,,
93408,Discovery Ranch - Mapleton,"1308 S 1600 W, Mapleton, UT, 84664",7/1/2022,11/30/2025,FALSE,6/5/2025,2nd Unannounced,None,3/13/2025,Investigation Inspection,None,3/10/2025,"Unannounced, Annual Inspection",None,3/6/2025,Follow-Up Inspection,None,2/20/2025,"Conditional, Monitoring Inspection",None,2/6/2025,"Conditional, Monitoring Inspection",None,1/22/2025,"Focus, Non On-Site",R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 01/11/2025 and was not reported until 01/21/2025....,1/15/2025,"Conditional, Monitoring Inspection",None,12/26/2024,"Conditional, Monitoring Inspection",None,12/19/2024,"Conditional, Monitoring Inspection",None,12/19/2024,Investigation Inspection,None,12/12/2024,Follow-Up Inspection,None,12/12/2024,"Announced, Annual Inspection",None,12/12/2024,"Conditional, Monitoring Inspection",None,12/5/2024,"Conditional, Monitoring Inspection",None,12/5/2024,Follow-Up Inspection,None,11/20/2024,"Focus, Non On-Site",R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office within one business day. During review of critical incidents it was identified that the incident occurred on 11/18/2024 and was not reported until 11/20/2024....,11/14/2024,Investigation Inspection,None,11/6/2024,Investigation Inspection,"R380-80-5(10): Services and supervision to meet each clients needs... | Finding: The provider was out of compliance with this rule by failing to provide supervision commensurate with the behaviors and needs of a client. Throughout the investigation, multiple interviews, provider records, and additional documents were reviewed. The information gathered substantiated that a client who had expressed suicidal ideation and intent was not provided with the level of supervision needed to keep them safe.... | R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The provider was out of compliance with this rule by compromising the health and safety of a client. Throughout the investigation, multiple interviews, provider records and additional documents were reviewed, and professional evaluations were considered. The information gathered substantiated that a client who had expressed suicidal ideation and a plan was not provided with the care required to keep them safe.... | R501-1-4(7): Suicide prevention policy... | Finding: The provider was out of compliance with this rule by not following their suicide prevention policy. Throughout an investigation, multiple interviews, documentation, and provider records substantiated that the provider did not follow their suicide prevention policy.... | R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by not reporting a critical incident to the Office of Licensing within one business day and not reporting a critical incident to the legal guardian of a client involved in an incident within a 24-hour period from the time of the incident. During an investigation inspection, provider documentation and provider/legal guardian communication substantiated that a physical restraint was conducted on a client on 04/23/2024 and was not reported to the Office of Licensing or the legal guardian as required by Utah Administrative Rule. This is a repeat noncompliance citation....",8/26/2024,Investigation Inspection,None
93244,Discovery Ranch South,"4928 N 4500 W, Cedar City, UT, 84721",11/1/2021,8/31/2025,FALSE,6/30/2025,"Follow-Up Inspection, Non On-Site Inspection",None,6/26/2025,Investigation Inspection,None,6/12/2025,"Announced, Annual Inspection","R501-1-16(1)(a)-(u): Pre-service training requirements... | Finding: The Licensee was out of compliance with R501-1-16(1)(o)(u) by not completing preservice training within 30 days. During the employee file inspection 1 staff member had not completed the preservice training within 30 days of hire. 	This is a repeat noncompliance as noted on 12/31/24.... | R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The Licensee was out of compliance with R501-1-15 (4) by allowing a direct care staff to work unsupervised before they have an approved background clearance. During the employee file inspection one staff member was found to have worked unsupervised before the had an approved background clearance.... | R501-1-13(1)(a)-(h): Intake assessment requirements... | Finding: The Licensee was out of compliance with R501-1-13(1)(b)(c) by not having required information in intake screening. During the client file inspection the intake screening assessment was missing cultural background and  mode of communication. This is a repeat noncompliance as noted on 7/6/23.... | R501-14-5(2)(a)-(f): Submitting application for an initial background screening... | Finding: The Licensee was out of compliance with R501-14-5(2)(a) by not submitting an application for an initial background screening no later than two weeks from the applicant becoming associated with the licensee. During the employee file review inspection a staff member hadn't had a background check associated with licensee....",6/5/2025,Investigation Inspection,None,6/3/2025,Follow-Up Inspection,None,5/14/2025,"Complaint, Investigation Inspection",R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with R501-19-3(3)(d)(ii) by having a direct care staff sleeping while on shift. During the investigation interviews were conducted that revealed that a night shift staff was found sleeping while on duty. This is a repeat noncompliance as noted on 1/21/2025....,5/8/2025,"Follow-Up Inspection, Non On-Site Inspection",None,4/10/2025,Follow-Up Inspection,None,4/10/2025,Investigation Inspection,None,3/20/2025,Investigation Inspection,"R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The licensee was out of compliance with R380-600-7(16)(a) by not reporting a critical incident within 1 business day. During the inspection it was learned that 2 clients went missing. This was not reported to licensing. This is a repeat noncompliance as noted on 4/3/2024, 3/4/2024, 12/19/20023, 12/6/2025, and 12/6/2025... | R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The licensee was out of compliance with R501-19-3(3)(f) by not performing line of sight check-ins every 15 minutes. During the inspection 2 clients left staff supervision without staff being aware. Staff marked them present even though the clients were missing. This is a repeat noncompliance as noted on 9/18/2024 and 5/16/2023... | R380-80-5(10): Services and supervision to meet each clients needs... | Finding: The licensee was out of compliance with R380-80-5(10) by not providing supervision commensurate with a clients behavior. During the investigation a client with a history of recent self harm was not supervised in a way that addressed the risk of self harm. This is a repeat noncompliance as noted on 2/12/2025 and 12/6/2023....",3/11/2025,Investigation Inspection,None,2/20/2025,2nd Unannounced,None,2/12/2025,Investigation Inspection,R380-80-5(10): Services and supervision to meet each clients needs... | Finding: The provider was out of compliance with this rule by not providing supervision based of the clients behavior. During the inspection a client with a history of sexual misconduct was able to sexually act with a peer. This is a repeat noncompliance from 12/6/2025....,1/21/2025,Investigation Inspection,None,1/21/2025,Investigation Inspection,"R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The licensee was out of compliance with R501-19-3(3)(d)(ii) by a staff member failing to remain awake while on duty. During an investigation, the information gathered substantiated that a client and staff members observed a staff member asleep when they were assigned to supervise clients. This is a repeat noncompliance previously noted on 12/28/2022, 05/16/2023, 09/18/2023, 12/31/2024, and 12/31/2024.... | R380-80-6(1)(a)-(i): Client rights... | Finding: The licensee was out of compliance with R380-80-6(1)(c) by clients not being free from potential harm. During the investigation, the information gathered substantiated that a staff member fell asleep with an open bottle of pills that spilled in their lap and on the floor. A client observed this incident and the open bottle of pills....",12/31/2024,"Complaint, Investigation Inspection","R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The Licensee was out of compliance with R501-19-3(3)(c) for not maintaining a staff-to-client ratio of one staff to every four clients. During an investigation, the information substantiated that on 12/31/2025 the ratio was 5 staff with 22 clients for four hours that day. This is a repeat noncompliance as noted on 12/28/2022, 05/16/2023, and 09/18/2024.... | R380-80-6(1)(a)-(i): Client rights... | Finding: The Licensee was out of compliance with R380-80-6(1)(b) for a staff member that did not treat a client with dignity or respect. During the investigation, multiple interviews substantiated that a staff member told multiple clients to shut up and called them liars and attention seekers.... | R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The licensee was out of compliance with R501-1-8(1)(a) by not ensuring the buildings and grounds are clean and maintained and free from health hazards. During an investigation inspection on 12/31/2024, a licensing investigator and licensor observed multiple environmental safety concerns throughout the client cabins.  This is a repeat noncompliance previously noted on 07/28/2023 and 07/25/2024.... | R501-1-8(3): Medication and hazardous items maintenance and storage... | Finding: The licensee was out of compliance with R501-1-8(3) for not maintaining potentially hazardous items responsibly and with consideration of the safety and risk level of the population serviced. During an investigation inspection on 12/31/2024, multiple bottles of alcohol-based perfume were accessible to clients.... | R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The licensee was out of compliance with R501-19-3(3)(f) by not performing direct supervision with line of sight check-ins every 15 minutes. During the investigation, the information gathered substantiated that a client was left unsupervised for approximately three hours. This is a repeat noncompliance noted on 05/16/2023 and 09/18/2024.... | R501-1-10(2)(a)-(f): Requirements for licensees providing meals... | Finding: The provider was out of compliance with R501-1-10(2)(a) for not ensuring that meals are not used as incentive or punishment. During the investigation, the information gathered substantiated that meals had been used as an incentive/punishment.... | R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The licensee was out of compliance with R380-600-7(16)(a) by not reporting a critical incident to the Office of Licensing within one business day. During an investigation, the information gathered substantiated that the licensee did not report a critical incident that occurred on 12/28/2024. This is a repeat noncompliance noted on 05/16/2023, 12/06/2023, 12/19/2023, 03/04/2024, and 04/03/2024.... | R380-80-5(4): Provider shall protect clients from abuse, prevent abuse... | Finding: The provider was out of compliance with R380-80-5(4) by not protecting clients from harm and any action that may compromise the health and safety of clients. During the investigation, the information gathered substantiated that two clients accessed a sharp object from the staff office and used it to injure themselves....",12/18/2024,Investigation Inspection,None,12/3/2024,"Unannounced, Annual Inspection",None,12/3/2024,Investigation Inspection,None,11/15/2024,Investigation Inspection,None
93860,Division of Juvenile Justice Services dba Salt Lake,"3450 S 900 W, Salt Lake City, UT, 84119",11/1/2021,10/31/2025,FALSE,5/21/2025,3rd Unannounced,None,5/19/2025,"Follow-Up, Additional Follow-Up Inspection",None,4/14/2025,Investigation Inspection,None,3/25/2025,Investigation Inspection,None,3/7/2025,Investigation Inspection,None,1/7/2025,2nd Unannounced,None,12/3/2024,Investigation Inspection,None,11/5/2024,"Unannounced, Annual Inspection",None,10/28/2024,Investigation Inspection,None,9/26/2024,Investigation Inspection,None,9/11/2024,Non On-Site Inspection,None,8/20/2024,"Announced, Annual Inspection",R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The provider was out of compliance with this rule by not having each bathroom ventilated by mechanical means or equipped with a window. At the time of inspection the bathrooms located in the portables did not have functioning ventilation by mechanical means. This is a repeat noncompliance....,6/10/2024,3rd Unannounced,None,3/27/2024,Non On-Site Inspection,None,3/25/2024,Investigation Inspection,None,3/25/2024,Investigation Inspection,None,3/11/2024,Follow-Up Inspection,None,3/5/2024,2nd Unannounced,None,3/4/2024,Investigation Inspection,None,1/11/2024,Investigation Inspection,None
93412,"Eagle Ranch Academy, Inc","115 W 1470 S, Saint George, UT, 84770",5/1/2022,4/30/2026,FALSE,8/14/2025,2nd Unannounced,None,6/17/2025,Investigation Inspection,None,5/12/2025,"Complaint, Investigation Inspection","R380-80-4(2): Report abuse or neglect... | Finding: The provider was out of compliance with R380-80-4(2) by not immediately reporting witnessed client-on-client abuse to law enforcement or Child Protective Services. During the investigation inspection, the information gathered substantiated that a client-on-client physical assault occurred on 05/03/2025. The provider reported this incident to law enforcement on 05/05/2025.... | R380-80-4(2): Report abuse or neglect... | Finding: The provider was out of compliance with R380-80-4(2) by not immediately reporting witnessed client-on-client abuse to law enforcement or Child Protective Services. During the investigation inspection, the information gathered substantiated that a client-on-client physical assault occurred on 05/03/2025. The provider reported this incident to law enforcement on 05/05/2025.... | R380-80-4(2): Report abuse or neglect... | Finding: The provider was out of compliance with R380-80-4(2) by not immediately reporting witnessed client-on-client abuse to law enforcement or Child Protective Services. During the investigation inspection, the information gathered substantiated that a client-on-client physical assault occurred on 05/03/2025. The provider reported this incident to law enforcement on 05/05/2025....",5/12/2025,"Unannounced, Annual Inspection",None,3/27/2025,"Announced, Annual Inspection",None,3/6/2025,Investigation Inspection,None,10/21/2024,Investigation Inspection,None,10/3/2024,3rd Unannounced,None,9/9/2024,"Follow-Up Inspection, Non On-Site Inspection",None,8/13/2024,2nd Unannounced,None,7/19/2024,"Follow-Up Inspection, Non On-Site Inspection",None,6/4/2024,Follow-Up Inspection,None,5/23/2024,Investigation Inspection,None,5/21/2024,"Unannounced, Annual Inspection",None,5/14/2024,Non On-Site Inspection,None,5/7/2024,Non On-Site Inspection,R380-600-7(16)(a)-(d): Critical incidents reporting requirements... | Finding: The provider was out of compliance with this rule by failing to report a critical incident by the next business day.  During review of critical incidents it was identified that the incident occurred on 5/4/2024 and was not reported until 5/7/2024.  This is a repeat noncompliance....,4/25/2024,Follow-Up Inspection,None,3/28/2024,"Announced, Annual Inspection",None,3/6/2024,"Complaint, Investigation Inspection","R501-19-3(3)(a)-(j): Supervision and ratio requirements... | Finding: The provider was out of compliance with this rule by direct care staff members failing to perform direct supervision line of sight check-ins every 15 minutes. Throughout the investigation, information was gathered through interviews and provider documentation. The evidence substantiated that clients were left unsupervised for longer than 15 minutes and engaged in unsafe behaviors. This is a repeat noncompliance....",1/26/2024,Follow-Up Inspection,None
93413,Elements Wilderness Program dba Huntington,"1190 N Mohrland Rd, Huntington, UT, 84528",5/1/2022,4/30/2026,FALSE,8/13/2025,2nd Unannounced,None,6/9/2025,"Unannounced, Annual Inspection",None,4/3/2025,"Non On-Site Inspection, Follow-Up Inspection",None,3/4/2025,"Announced, Annual Inspection",None,3/3/2025,Investigation Inspection,None,12/12/2024,3rd Unannounced,None,9/26/2024,2nd Unannounced,None,6/25/2024,"Unannounced, Annual Inspection",None,3/27/2024,Follow-Up Inspection,None,2/28/2024,"Announced, Annual Inspection",None,2/1/2024,Investigation Inspection,None,11/15/2023,"Unannounced, Annual Inspection",None,6/27/2023,Investigation Inspection,None,4/11/2023,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,
93443,Elevations RTC,"2650 W 2700 S, Syracuse, UT, 84075",6/1/2022,5/31/2026,FALSE,7/30/2025,Investigation Inspection,None,7/3/2025,Investigation Inspection,None,5/30/2025,Investigation Inspection,None,5/6/2025,Investigation Inspection,None,4/29/2025,"Unannounced, Annual Inspection",None,4/24/2025,Investigation Inspection,None,4/8/2025,"Follow-Up Inspection, Non On-Site Inspection",None,3/18/2025,"Announced, Annual Inspection","R501-1-16(2)(a)-(q): Program policy and training... | Finding: The Licensee was out of compliance with R501-1-16(2)(l) by not ensuring each staff completes all required training topics each year. At the time of inspection, the staff files reviewed did not have documentation of yearly training on the signs and symptoms of abuse and neglect. This was a repeat noncompliance as noted on 03/28/2024.... | R501-1-16(1)(a)-(u): Pre-service training requirements... | Finding: The Licensee was out of compliance with R501-1-16(1)(k)(n) by not ensuring that each staff receives all required training before being left unsupervised and within 30-days of hire. At the time of inspection, the staff files reviewed did not have documentation of training on the signs and symptoms of abuse and neglect nor documentation of training on client grievance procedures. This was a repeat noncompliance as noted on 03/28/2024 and 08/01/2024.... | R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The Licensee was out of compliance with R501-1-15(4) by not ensuring direct care staff have an approved background check clearance before allowing staff to work unsupervised. During the inspection, it was observed that direct care staff had a background clearance determination that was no longer eligible.... | R501-1-8(1)(a)-(i): Facility and safety requirements... | Finding: The Licensee was out of compliance with R501-1-8(1)(f) by not ensuring each bathroom is properly equipped with soap. During the inspection, It was observed that a client bathroom did not contain soap. This was a repeat noncompliance as noted on 05/11/2023, 08/21/2023, 12/14/2023, 03/28/2024, and 08/01/2024.... | R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The Licensee was out of compliance with R501-1-15(4) by not ensuring direct care staff have an approved background check clearance before allowing staff to work unsupervised. During the inspection, it was observed that direct care staff had a background clearance determination that was no longer eligible.... | R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The Licensee was out of compliance with R501-1-15(4) by not ensuring direct care staff have an approved background check clearance before allowing staff to work unsupervised. During the inspection, it was observed that direct care staff had a background clearance determination that was no longer eligible.... | R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The Licensee was out of compliance with R501-1-15(4) by not ensuring direct care staff have an approved background check clearance before allowing staff to work unsupervised. During the inspection, it was observed that direct care staff had a background clearance determination that was no longer eligible....",3/11/2025,Follow-Up Inspection,None,1/8/2025,Investigation Inspection,None,12/19/2024,Investigation Inspection,None,12/19/2024,Investigation Inspection,None,12/9/2024,Investigation Inspection,None,12/2/2024,Investigation Inspection,None,11/7/2024,Investigation Inspection,None,10/24/2024,Investigation Inspection,None,10/24/2024,Focus Inspection,"R380-80-6(1)(a)-(i): Client rights... | Finding: The provider was out of compliance with this rule by failing to treat clients with dignity and respect.  During an incident around 10/24/2024, a staff member made an inappropriate comment to a client making them feel unsafe.  This was a repeat noncompliance....",10/15/2024,3rd Unannounced,None,10/9/2024,"Complaint, Focus Inspection","R380-80-4(5): Provider shall cooperate on any investigations... | Finding: The provider was out of compliance with this rule by not cooperating with an investigation. During the attempted inspection, provider administration told Licensing staff they would need to bring justification as to why the department needs to speak with clients. The investigators requested to interview clients and the provider denied the request....",10/9/2024,Investigation Inspection,None
93981,Embark Behavioral Health dba Embark At Hobble Creek,"266 South. Left Fork Hobble Creek Canyon Rd,, Springville, UT, 84663",8/1/2022,4/30/2026,FALSE,8/11/2025,2nd Unannounced,None,6/30/2025,Investigation Inspection,None,5/15/2025,"Unannounced, Annual Inspection",None,4/28/2025,Investigation Inspection,"R380-80-5(10): Services and supervision to meet each clients needs... | Finding: The provider is out of compliance with R380-80-5(10) by staff failing to provide supervision that is commensurate with the needs of the client. During an inspection on 4/28/2025 it was reported that a staff left line of sight supervision of the clients and a client was able to obtain benadryl, which they later ingested with the result of being taken to the hospital....",2/24/2025,"Announced, Annual Inspection",None,10/3/2024,3rd Unannounced,None,9/12/2024,2nd Unannounced,None,6/19/2024,Non On-Site Inspection,None,6/18/2024,"Unannounced, Annual Inspection",None,3/28/2024,"Announced, Annual Inspection",None,11/21/2023,Non On-Site Inspection,None,11/1/2023,"Unannounced, Annual Inspection",None,4/26/2023,Non On-Site Inspection,None,4/20/2023,Investigation Inspection,None,4/18/2023,"Announced, Annual Inspection",None,4/17/2023,Investigation Inspection,None,4/17/2023,Investigation Inspection,None,4/12/2023,Investigation Inspection,None,4/11/2023,Investigation Inspection,None,4/11/2023,Investigation Inspection,None
93636,"Embark Behavioral Health- Solacium Sunrise, LLC (Hurricane)","65 N 1150 W, Hurricane, UT, 84737",1/1/2022,1/31/2026,FALSE,7/28/2025,3rd Unannounced,None,4/7/2025,2nd Unannounced,None,2/4/2025,"Unannounced, Annual Inspection",None,12/31/2024,Investigation Inspection,None,11/26/2024,Non On-Site Inspection,None,11/18/2024,"Announced, Annual Inspection",None,11/6/2024,Non On-Site Inspection,None,8/15/2024,Follow-Up Inspection,None,7/18/2024,3rd Unannounced,"R501-1-15(4): Residential program unsupervised staff requirements... | Finding: The provider was out of compliance with this rule by not providing supervision to staff requiring supervision due to background check status. During the inspection on 7/18/24, the licensor observed that staff who required supervision weren't being supervised....",6/3/2024,"Unannounced, Annual Inspection",None,1/18/2024,"Announced, Annual Inspection",None,7/10/2023,2nd Unannounced,None,5/16/2023,"Unannounced, Annual Inspection",None,1/10/2023,"Announced, Annual Inspection",None,,,,,,,,,,,,,,,,,,
93416,Eva Carlston Academy dba Covecrest House,"4464 S Covecrest Dr, Salt Lake City, UT, 84124",2/1/2022,1/31/2026,FALSE,6/10/2025,2nd Unannounced,None,3/11/2025,"Unannounced, Annual Inspection",None,12/3/2024,"Announced, Annual Inspection",None,9/5/2024,3rd Unannounced,None,5/15/2024,2nd Unannounced,None,3/14/2024,"Unannounced, Annual Inspection",None,12/7/2023,"Announced, Annual Inspection",None,8/29/2023,2nd Unannounced,None,7/19/2023,Investigation Inspection,None,5/4/2023,"Unannounced, Annual Inspection",None,1/24/2023,Non On-Site Inspection,None,1/17/2023,Non On-Site Inspection,None,1/12/2023,"Announced, Annual Inspection",None,1/11/2023,Investigation Inspection,None,12/2/2022,3rd Unannounced,None,,,,,,,,,,,,,,,
93415,Eva Carlston Academy dba Main House,"4943 S Wasatch Blvd, Salt Lake City, UT, 84124",2/1/2022,1/31/2026,FALSE,6/10/2025,2nd Unannounced,None,3/11/2025,"Unannounced, Annual Inspection",None,12/16/2024,Non On-Site Inspection,None,12/3/2024,"Announced, Annual Inspection",None,9/5/2024,3rd Unannounced,None,7/23/2024,Follow-Up Inspection,None,5/15/2024,2nd Unannounced,None,3/14/2024,"Unannounced, Annual Inspection",None,12/7/2023,"Announced, Annual Inspection",None,8/29/2023,2nd Unannounced,None,6/13/2023,2nd Unannounced,None,5/4/2023,"Unannounced, Annual Inspection",None,2/6/2023,Non On-Site Inspection,None,1/24/2023,Non On-Site Inspection,None,1/17/2023,Non On-Site Inspection,None,1/12/2023,"Announced, Annual Inspection",None,12/1/2022,3rd Unannounced,None,,,,,,,,,
